,page_id,post_id,reaction_type,user_id
0,208067196022874,208067196022874_858050647691189,LIKE,236063053510719
1,208067196022874,208067196022874_858050647691189,LIKE,304951873033292
2,208067196022874,208067196022874_858050647691189,LIKE,356507147855456
3,208067196022874,208067196022874_858050647691189,LIKE,849781785040087
4,208067196022874,208067196022874_858050647691189,HAHA,163878697384729
5,208067196022874,208067196022874_858050647691189,LIKE,10204782966158521
6,208067196022874,208067196022874_858050647691189,LIKE,704795392946230
7,208067196022874,208067196022874_858050647691189,LIKE,1470064653228880
8,208067196022874,208067196022874_858050647691189,WOW,312974505573474
9,208067196022874,208067196022874_858050647691189,LIKE,1681060562217487
10,208067196022874,208067196022874_858050647691189,LIKE,242741539261485
11,208067196022874,208067196022874_858050647691189,LIKE,616560131772195
12,208067196022874,208067196022874_858050647691189,LIKE,1400177670298699
13,208067196022874,208067196022874_858050647691189,LIKE,759889954046990
14,208067196022874,208067196022874_858050647691189,LIKE,935005706532714
15,208067196022874,208067196022874_858050647691189,LIKE,194522747636591
16,208067196022874,208067196022874_858050647691189,LIKE,622500861194289
17,208067196022874,208067196022874_858050647691189,LIKE,10202182766039134
18,208067196022874,208067196022874_858050647691189,LIKE,10202649124002341
19,208067196022874,208067196022874_858050647691189,HAHA,325546617599215
20,208067196022874,208067196022874_858050647691189,LIKE,10203998827585655
21,208067196022874,208067196022874_858050647691189,LIKE,199249557224890
22,208067196022874,208067196022874_858050647691189,LIKE,755310457897313
23,208067196022874,208067196022874_858050647691189,LIKE,575644175900011
24,208067196022874,208067196022874_858050647691189,HAHA,1477077795875693
25,208067196022874,208067196022874_858050647691189,LIKE,789921571062330
26,208067196022874,208067196022874_858050647691189,LIKE,755044457957236
27,208067196022874,208067196022874_858050647691189,LIKE,234285083433111
28,208067196022874,208067196022874_858050647691189,LIKE,428007387350803
29,208067196022874,208067196022874_858050647691189,LIKE,10202091783083261
30,208067196022874,208067196022874_858050647691189,LIKE,854074564642874
31,208067196022874,208067196022874_858050647691189,LIKE,779863835369956
32,208067196022874,208067196022874_858050647691189,HAHA,671214309617327
